name	circle	family	raw_family
A22D_scaffold717|length_1794	linear	unknown	unknown
A22D_scaffold720|length_1785	linear	unknown	unknown
A22D_scaffold721|length_1784	circular	unknown	unknown
A22D_scaffold723|length_1783	linear	unknown	unknown
A22D_scaffold733|length_1764	linear	unknown	unknown
A22D_scaffold735|length_1757	linear	unknown	unknown
A22D_scaffold749|length_1707	linear	unknown	unknown
A22D_scaffold750|length_1705	circular	unknown	unknown
A22D_scaffold754|length_1700	linear	unknown	unknown
A22D_scaffold756|length_1699	circular	unknown	unknown
A22D_scaffold757|length_1699	linear	unknown	unknown
A22D_scaffold758|length_1699	circular	unknown	unknown
A22D_scaffold759|length_1698	linear	unknown	unknown
A22D_scaffold761|length_1695	circular	unknown	unknown
A22D_scaffold762|length_1693	circular	unknown	unknown
A22D_scaffold765|length_1685	linear	unknown	unknown
A22D_scaffold767|length_1682	linear	unknown	unknown
A22D_scaffold768|length_1681	linear	unknown	unknown
A22D_scaffold771|length_1679	circular	unknown	unknown
A22D_scaffold772|length_1677	linear	unknown	unknown
A22D_scaffold773|length_1677	linear	unknown	unknown
A22D_scaffold777|length_1668	linear	unknown	unknown
A22D_scaffold778|length_1667	linear	unknown	unknown
A22D_scaffold779|length_1667	linear	unknown	unknown
A22D_scaffold784|length_1664	linear	unknown	unknown
A22D_scaffold790|length_1654	linear	unknown	unknown
A22D_scaffold796|length_1644	linear	unknown	unknown
A22D_scaffold797|length_1643	circular	unknown	unknown
A22D_scaffold799|length_1640	linear	unknown	unknown
A22D_scaffold804|length_1634	linear	unknown	unknown
A22D_scaffold806|length_1633	circular	unknown	unknown
A22D_scaffold807|length_1632	circular	unknown	unknown
A22D_scaffold809|length_1630	circular	unknown	unknown
A22D_scaffold815|length_1623	linear	unknown	unknown
A22D_scaffold817|length_1620	linear	unknown	unknown
A22D_scaffold819|length_1616	circular	unknown	unknown
A22D_scaffold828|length_1598	linear	unknown	unknown
A22D_scaffold830|length_1595	linear	unknown	unknown
A22D_scaffold839|length_1576	linear	unknown	unknown
A22D_scaffold841|length_1572	linear	unknown	unknown
A22D_scaffold844|length_1569	linear	unknown	unknown
A22D_scaffold847|length_1566	circular	unknown	unknown
A22D_scaffold853|length_1562	circular	unknown	unknown
A22D_scaffold856|length_1555	linear	unknown	unknown
A22D_scaffold858|length_1549	circular	unknown	unknown
A22D_scaffold863|length_1542	linear	unknown	unknown
A22D_scaffold864|length_1541	linear	unknown	unknown
A22D_scaffold868|length_1525	linear	unknown	unknown
A22D_scaffold869|length_1523	linear	unknown	unknown
A22D_scaffold873|length_1520	linear	unknown	unknown
A22D_scaffold874|length_1518	linear	unknown	unknown
A22D_scaffold875|length_1518	linear	unknown	unknown
A22D_scaffold882|length_1506	linear	unknown	unknown
A22D_scaffold884|length_1504	circular	unknown	unknown
A22D_scaffold885|length_1501	linear	unknown	unknown
A22D_scaffold889|length_1497	linear	unknown	unknown
A22D_scaffold891|length_1496	linear	unknown	unknown
A22D_scaffold899|length_1490	linear	unknown	unknown
A22D_scaffold901|length_1487	linear	unknown	unknown
A22D_scaffold904|length_1484	linear	unknown	unknown
A22D_scaffold918|length_1459	linear	unknown	unknown
A22D_scaffold919|length_1458	linear	unknown	unknown
A22D_scaffold923|length_1454	linear	unknown	unknown
A22D_scaffold926|length_1437	linear	unknown	unknown
A22D_scaffold929|length_1435	linear	unknown	unknown
A22D_scaffold931|length_1429	linear	unknown	unknown
A22D_scaffold934|length_1418	linear	unknown	unknown
A22D_scaffold938|length_1411	linear	unknown	unknown
A22D_scaffold945|length_1405	linear	unknown	unknown
A22D_scaffold947|length_1402	linear	unknown	unknown
A22D_scaffold949|length_1400	linear	unknown	unknown
A22D_scaffold951|length_1399	linear	unknown	unknown
A22D_scaffold953|length_1398	linear	unknown	unknown
A22D_scaffold955|length_1397	linear	unknown	unknown
A22D_scaffold956|length_1397	linear	unknown	unknown
A22D_scaffold963|length_1390	circular	unknown	unknown
A22D_scaffold964|length_1390	linear	unknown	unknown
A22D_scaffold965|length_1389	linear	unknown	unknown
A22D_scaffold972|length_1382	linear	unknown	unknown
A22D_scaffold973|length_1382	circular	unknown	unknown
A22D_scaffold977|length_1377	linear	unknown	unknown
A22D_scaffold983|length_1372	linear	unknown	unknown
A22D_scaffold986|length_1367	linear	unknown	unknown
A22D_scaffold989|length_1365	circular	unknown	unknown
A22D_scaffold995|length_1356	linear	unknown	unknown
A22D_scaffold999|length_1354	linear	unknown	unknown
A22D_scaffold1004|length_1351	linear	unknown	unknown
A22D_scaffold1005|length_1350	linear	unknown	unknown
A22D_scaffold1007|length_1349	linear	unknown	unknown
A22D_scaffold1013|length_1345	linear	unknown	unknown
A22D_scaffold1020|length_1339	linear	unknown	unknown
A22D_scaffold1023|length_1335	linear	unknown	unknown
A22D_scaffold1029|length_1329	linear	unknown	unknown
A22D_scaffold1037|length_1320	linear	unknown	unknown
A22D_scaffold1042|length_1316	linear	unknown	unknown
A22D_scaffold1044|length_1315	linear	unknown	unknown
A22D_scaffold1051|length_1311	linear	unknown	unknown
A22D_scaffold1056|length_1307	linear	unknown	unknown
A22D_scaffold1058|length_1306	circular	unknown	unknown
A22D_scaffold1061|length_1305	linear	unknown	unknown
A22D_scaffold1063|length_1304	linear	unknown	unknown
A22D_scaffold1068|length_1303	linear	unknown	unknown
A22D_scaffold1074|length_1298	linear	unknown	unknown
A22D_scaffold1079|length_1293	linear	unknown	unknown
A22D_scaffold1081|length_1292	linear	unknown	unknown
A22D_scaffold1085|length_1290	linear	unknown	unknown
A22D_scaffold1088|length_1287	linear	unknown	unknown
A22D_scaffold1095|length_1285	linear	unknown	unknown
A22D_scaffold1099|length_1283	linear	unknown	unknown
A22D_scaffold1100|length_1283	linear	unknown	unknown
A22D_scaffold1101|length_1281	linear	unknown	unknown
A22D_scaffold1102|length_1280	linear	unknown	unknown
A22D_scaffold1103|length_1279	circular	unknown	unknown
A22D_scaffold1107|length_1275	circular	unknown	unknown
A22D_scaffold1110|length_1273	linear	unknown	unknown
A22D_scaffold1114|length_1271	linear	unknown	unknown
A22D_scaffold1117|length_1268	linear	unknown	unknown
A22D_scaffold1122|length_1265	linear	unknown	unknown
A22D_scaffold1123|length_1265	linear	unknown	unknown
A22D_scaffold1125|length_1263	linear	unknown	unknown
A22D_scaffold1126|length_1262	circular	unknown	unknown
A22D_scaffold1127|length_1262	linear	unknown	unknown
A22D_scaffold1128|length_1261	linear	unknown	unknown
A22D_scaffold1131|length_1256	linear	unknown	unknown
A22D_scaffold1138|length_1249	circular	unknown	unknown
A22D_scaffold1141|length_1246	circular	unknown	unknown
A22D_scaffold1144|length_1242	linear	unknown	unknown
A22D_scaffold1146|length_1241	circular	unknown	unknown
A22D_scaffold1156|length_1229	linear	unknown	unknown
A22D_scaffold1159|length_1227	linear	unknown	unknown
A22D_scaffold1160|length_1226	linear	unknown	unknown
A22D_scaffold1161|length_1226	linear	unknown	unknown
A22D_scaffold1163|length_1224	linear	unknown	unknown
A22D_scaffold1166|length_1221	linear	unknown	unknown
A22D_scaffold1167|length_1221	linear	unknown	unknown
A22D_scaffold1169|length_1219	linear	unknown	unknown
A22D_scaffold1172|length_1218	linear	unknown	unknown
A22D_scaffold1173|length_1218	linear	unknown	unknown
A22D_scaffold1174|length_1217	circular	unknown	unknown
A22D_scaffold1185|length_1209	linear	unknown	unknown
A22D_scaffold1186|length_1209	circular	unknown	unknown
A22D_scaffold1193|length_1204	linear	unknown	unknown
A22D_scaffold1198|length_1200	linear	unknown	unknown
A22D_scaffold1201|length_1199	linear	unknown	unknown
A22D_scaffold1202|length_1198	linear	unknown	unknown
A22D_scaffold1203|length_1198	linear	unknown	unknown
A22D_scaffold1204|length_1197	linear	unknown	unknown
A22D_scaffold1205|length_1196	circular	unknown	unknown
A22D_scaffold1206|length_1196	linear	unknown	unknown
A22D_scaffold1213|length_1188	linear	unknown	unknown
A22D_scaffold1214|length_1187	linear	unknown	unknown
A22D_scaffold1215|length_1184	linear	unknown	unknown
A22D_scaffold1224|length_1175	linear	unknown	unknown
A22D_scaffold1230|length_1172	circular	unknown	unknown
A22D_scaffold1237|length_1163	linear	unknown	unknown
A22D_scaffold1244|length_1159	linear	unknown	unknown
A22D_scaffold1249|length_1155	circular	unknown	unknown
A22D_scaffold1251|length_1155	linear	unknown	unknown
A22D_scaffold1256|length_1151	linear	unknown	unknown
A22D_scaffold1259|length_1150	linear	unknown	unknown
A22D_scaffold1260|length_1150	linear	unknown	unknown
A22D_scaffold1266|length_1147	linear	unknown	unknown
A22D_scaffold1273|length_1143	linear	unknown	unknown
A22D_scaffold1276|length_1142	circular	unknown	unknown
A22D_scaffold1277|length_1141	linear	unknown	unknown
A22D_scaffold1279|length_1140	linear	unknown	unknown
A22D_scaffold1280|length_1140	circular	unknown	unknown
A22D_scaffold1283|length_1134	linear	unknown	unknown
A22D_scaffold1293|length_1130	linear	unknown	unknown
A22D_scaffold1294|length_1129	linear	unknown	unknown
A22D_scaffold1297|length_1127	linear	unknown	unknown
A22D_scaffold1300|length_1123	linear	unknown	unknown
A22D_scaffold1306|length_1116	linear	unknown	unknown
A22D_scaffold1311|length_1112	linear	unknown	unknown
A22D_scaffold1312|length_1111	linear	unknown	unknown
A22D_scaffold1313|length_1109	linear	unknown	unknown
A22D_scaffold1314|length_1109	linear	unknown	unknown
A22D_scaffold1322|length_1103	linear	unknown	unknown
A22D_scaffold1339|length_1094	linear	unknown	unknown
A22D_scaffold1343|length_1092	linear	unknown	unknown
A22D_scaffold1344|length_1091	linear	unknown	unknown
A22D_scaffold1346|length_1090	linear	unknown	unknown
A22D_scaffold1347|length_1090	linear	unknown	unknown
A22D_scaffold1351|length_1087	linear	unknown	unknown
A22D_scaffold1352|length_1086	linear	unknown	unknown
A22D_scaffold1353|length_1086	linear	unknown	unknown
A22D_scaffold1354|length_1084	linear	unknown	unknown
A22D_scaffold1365|length_1079	linear	unknown	unknown
A22D_scaffold1381|length_1073	linear	unknown	unknown
A22D_scaffold1384|length_1072	circular	unknown	unknown
A22D_scaffold1392|length_1071	circular	unknown	unknown
A22D_scaffold1400|length_1069	linear	unknown	unknown
A22D_scaffold1404|length_1066	linear	unknown	unknown
A22D_scaffold1408|length_1061	linear	unknown	unknown
A22D_scaffold1409|length_1060	linear	unknown	unknown
A22D_scaffold1417|length_1059	linear	unknown	unknown
A22D_scaffold1437|length_1050	linear	unknown	unknown
A22D_scaffold1438|length_1050	linear	unknown	unknown
A22D_scaffold1440|length_1049	linear	unknown	unknown
A22D_scaffold1445|length_1047	linear	unknown	unknown
A22D_scaffold1447|length_1045	linear	unknown	unknown
A22D_scaffold1460|length_1038	circular	unknown	unknown
A22D_scaffold1466|length_1034	linear	unknown	unknown
A22D_scaffold1473|length_1032	linear	unknown	unknown
A22D_scaffold1474|length_1032	linear	unknown	unknown
A22D_scaffold1478|length_1029	circular	unknown	unknown
A22D_scaffold1480|length_1026	linear	unknown	unknown
A22D_scaffold1499|length_1020	linear	unknown	unknown
A22D_scaffold1500|length_1020	linear	unknown	unknown
A22D_scaffold1501|length_1020	linear	unknown	unknown
A22D_scaffold1504|length_1019	linear	unknown	unknown
A22D_scaffold1513|length_1014	linear	unknown	unknown
A22D_scaffold1518|length_1011	linear	unknown	unknown
A22D_scaffold1520|length_1010	linear	unknown	unknown
A22D_scaffold1521|length_1010	linear	unknown	unknown
A22D_scaffold1523|length_1010	linear	unknown	unknown
A22D_scaffold1531|length_1008	linear	unknown	unknown
A22D_scaffold1532|length_1008	linear	unknown	unknown
A22D_scaffold1534|length_1007	linear	unknown	unknown
A22D_scaffold1536|length_1007	circular	unknown	unknown
A22D_scaffold1544|length_1003	linear	unknown	unknown
A23D_scaffold6|length_65994	linear	unknown	unknown
A23D_scaffold23|length_30072	circular	unknown	unknown
A23D_scaffold28|length_26826	circular	unknown	unknown
A23D_scaffold34|length_21817	linear	unknown	unknown
A23D_scaffold46|length_17338	linear	unknown	unknown
A23D_scaffold56|length_15783	linear	unknown	unknown
A23D_scaffold73|length_13968	linear	unknown	unknown
A23D_scaffold90|length_11998	linear	unknown	unknown
A23D_scaffold98|length_11354	linear	unknown	unknown
A23D_scaffold106|length_10683	linear	unknown	unknown
A23D_scaffold114|length_10317	linear	unknown	unknown
A23D_scaffold121|length_10042	linear	unknown	unknown
A23D_scaffold127|length_9574	linear	unknown	unknown
A23D_scaffold133|length_9233	circular	unknown	unknown
A23D_scaffold147|length_8390	linear	unknown	unknown
A23D_scaffold148|length_8321	linear	unknown	unknown
A23D_scaffold152|length_8202	linear	unknown	unknown
A23D_scaffold154|length_8179	linear	unknown	unknown
A23D_scaffold156|length_8115	linear	unknown	unknown
A23D_scaffold161|length_7816	linear	unknown	unknown
A23D_scaffold163|length_7756	linear	unknown	unknown
A23D_scaffold167|length_7635	linear	unknown	unknown
A23D_scaffold171|length_7610	linear	unknown	unknown
A23D_scaffold172|length_7566	linear	unknown	unknown
A23D_scaffold176|length_7454	linear	unknown	unknown
A23D_scaffold190|length_7166	linear	unknown	unknown
A23D_scaffold192|length_7088	linear	unknown	unknown
A23D_scaffold193|length_6983	linear	unknown	unknown
A23D_scaffold195|length_6903	circular	unknown	unknown
A23D_scaffold202|length_6648	linear	unknown	unknown
A23D_scaffold203|length_6641	linear	unknown	unknown
A23D_scaffold216|length_6248	linear	unknown	unknown
A23D_scaffold224|length_5974	linear	unknown	unknown
A23D_scaffold228|length_5872	linear	unknown	unknown
A23D_scaffold229|length_5862	linear	unknown	unknown
A23D_scaffold230|length_5861	linear	unknown	unknown
A23D_scaffold236|length_5710	linear	unknown	unknown
A23D_scaffold237|length_5704	linear	unknown	unknown
A23D_scaffold244|length_5494	linear	unknown	unknown
A23D_scaffold246|length_5470	linear	unknown	unknown
A23D_scaffold250|length_5446	linear	unknown	unknown
A23D_scaffold258|length_5343	linear	unknown	unknown
A23D_scaffold266|length_5246	linear	unknown	unknown
A23D_scaffold267|length_5237	linear	unknown	unknown
A23D_scaffold274|length_5099	linear	unknown	unknown
A23D_scaffold280|length_4982	linear	unknown	unknown
A23D_scaffold282|length_4973	linear	unknown	unknown
A23D_scaffold285|length_4938	circular	unknown	unknown
A23D_scaffold286|length_4934	linear	unknown	unknown
A23D_scaffold288|length_4925	linear	unknown	unknown
A23D_scaffold290|length_4892	linear	unknown	unknown
A23D_scaffold295|length_4876	linear	unknown	unknown
A23D_scaffold301|length_4808	circular	unknown	unknown
A23D_scaffold302|length_4806	circular	unknown	unknown
A23D_scaffold313|length_4687	linear	unknown	unknown
A23D_scaffold314|length_4675	linear	unknown	unknown
A23D_scaffold319|length_4580	linear	unknown	unknown
A23D_scaffold327|length_4532	linear	unknown	unknown
A23D_scaffold329|length_4489	linear	unknown	unknown
A23D_scaffold331|length_4488	linear	unknown	unknown
A23D_scaffold333|length_4466	linear	unknown	unknown
A23D_scaffold341|length_4370	linear	unknown	unknown
A23D_scaffold342|length_4367	circular	unknown	unknown
A23D_scaffold348|length_4301	linear	unknown	unknown
A23D_scaffold349|length_4293	linear	unknown	unknown
A23D_scaffold350|length_4269	linear	unknown	unknown
A23D_scaffold356|length_4205	circular	unknown	unknown
A23D_scaffold357|length_4202	linear	unknown	unknown
A23D_scaffold358|length_4171	circular	unknown	unknown
A23D_scaffold359|length_4168	linear	unknown	unknown
A23D_scaffold360|length_4168	linear	unknown	unknown
A23D_scaffold362|length_4146	circular	unknown	unknown
A23D_scaffold365|length_4132	linear	unknown	unknown
A23D_scaffold366|length_4129	linear	unknown	unknown
A23D_scaffold372|length_4090	circular	unknown	unknown
A23D_scaffold378|length_4042	linear	unknown	unknown
A23D_scaffold383|length_3960	linear	unknown	unknown
A23D_scaffold386|length_3938	linear	unknown	unknown
A23D_scaffold390|length_3916	linear	unknown	unknown
A23D_scaffold397|length_3876	circular	unknown	unknown
A23D_scaffold398|length_3871	linear	unknown	unknown
A23D_scaffold399|length_3863	linear	unknown	unknown
A23D_scaffold400|length_3839	linear	unknown	unknown
A23D_scaffold403|length_3822	circular	unknown	unknown
A23D_scaffold408|length_3777	linear	unknown	unknown
A23D_scaffold420|length_3712	linear	unknown	unknown
A23D_scaffold421|length_3707	linear	unknown	unknown
A23D_scaffold426|length_3673	linear	unknown	unknown
A23D_scaffold427|length_3671	linear	unknown	unknown
A23D_scaffold430|length_3650	linear	unknown	unknown
A23D_scaffold435|length_3615	linear	unknown	unknown
A23D_scaffold439|length_3591	linear	unknown	unknown
A23D_scaffold441|length_3575	circular	unknown	unknown
A23D_scaffold445|length_3545	linear	unknown	unknown
A23D_scaffold451|length_3530	linear	unknown	unknown
A23D_scaffold453|length_3528	linear	unknown	unknown
A23D_scaffold459|length_3483	linear	unknown	unknown
A23D_scaffold465|length_3455	linear	unknown	unknown
A23D_scaffold472|length_3417	linear	unknown	unknown
A23D_scaffold473|length_3411	circular	unknown	unknown
A23D_scaffold479|length_3391	linear	unknown	unknown
A23D_scaffold483|length_3354	circular	unknown	unknown
A23D_scaffold486|length_3340	linear	unknown	unknown
A23D_scaffold488|length_3338	circular	unknown	unknown
A23D_scaffold489|length_3329	linear	unknown	unknown
A23D_scaffold498|length_3272	linear	unknown	unknown
A23D_scaffold499|length_3263	linear	unknown	unknown
A23D_scaffold503|length_3243	linear	unknown	unknown
A23D_scaffold504|length_3243	linear	unknown	unknown
A23D_scaffold505|length_3233	linear	unknown	unknown
A23D_scaffold506|length_3228	linear	unknown	unknown
A23D_scaffold512|length_3198	circular	unknown	unknown
A23D_scaffold516|length_3193	circular	unknown	unknown
A23D_scaffold521|length_3166	circular	unknown	unknown
A23D_scaffold526|length_3141	linear	unknown	unknown
A23D_scaffold527|length_3128	linear	unknown	unknown
A23D_scaffold528|length_3118	linear	unknown	unknown
A23D_scaffold531|length_3114	linear	unknown	unknown
A23D_scaffold535|length_3091	linear	unknown	unknown
A23D_scaffold545|length_3018	linear	unknown	unknown
A23D_scaffold547|length_3009	linear	unknown	unknown
A23D_scaffold548|length_3008	linear	unknown	unknown
A23D_scaffold569|length_2911	linear	unknown	unknown
A23D_scaffold571|length_2902	circular	unknown	unknown
A23D_scaffold575|length_2883	linear	unknown	unknown
A23D_scaffold576|length_2882	circular	unknown	unknown
A23D_scaffold577|length_2879	linear	unknown	unknown
A23D_scaffold578|length_2878	circular	unknown	unknown
A23D_scaffold579|length_2878	linear	unknown	unknown
A23D_scaffold580|length_2877	linear	unknown	unknown
A23D_scaffold582|length_2874	linear	unknown	unknown
A23D_scaffold584|length_2870	linear	unknown	unknown
A23D_scaffold587|length_2848	linear	unknown	unknown
A23D_scaffold595|length_2810	linear	unknown	unknown
A23D_scaffold601|length_2789	linear	unknown	unknown
A23D_scaffold604|length_2773	circular	unknown	unknown
A23D_scaffold607|length_2764	circular	unknown	unknown
A23D_scaffold608|length_2762	linear	unknown	unknown
A23D_scaffold616|length_2714	linear	unknown	unknown
A23D_scaffold617|length_2710	linear	unknown	unknown
A23D_scaffold626|length_2685	linear	unknown	unknown
A23D_scaffold628|length_2680	circular	unknown	unknown
A23D_scaffold629|length_2679	linear	unknown	unknown
A23D_scaffold632|length_2669	linear	unknown	unknown
A23D_scaffold636|length_2653	linear	unknown	unknown
A23D_scaffold638|length_2649	linear	unknown	unknown
A23D_scaffold640|length_2643	linear	unknown	unknown
A23D_scaffold645|length_2635	linear	unknown	unknown
A23D_scaffold648|length_2628	linear	unknown	unknown
A23D_scaffold649|length_2620	linear	unknown	unknown
A23D_scaffold654|length_2598	linear	unknown	unknown
A23D_scaffold656|length_2590	linear	unknown	unknown
A23D_scaffold657|length_2586	linear	unknown	unknown
A23D_scaffold660|length_2580	linear	unknown	unknown
A23D_scaffold664|length_2567	linear	unknown	unknown
A23D_scaffold666|length_2564	linear	unknown	unknown
A23D_scaffold668|length_2558	linear	unknown	unknown
A23D_scaffold669|length_2557	linear	unknown	unknown
A23D_scaffold670|length_2556	linear	unknown	unknown
A23D_scaffold673|length_2541	linear	unknown	unknown
A23D_scaffold676|length_2531	linear	unknown	unknown
A23D_scaffold679|length_2520	linear	unknown	unknown
A23D_scaffold683|length_2507	linear	unknown	unknown
A23D_scaffold684|length_2497	linear	unknown	unknown
A23D_scaffold685|length_2494	linear	unknown	unknown
A23D_scaffold687|length_2492	linear	unknown	unknown
A23D_scaffold688|length_2488	circular	unknown	unknown
A23D_scaffold695|length_2465	linear	unknown	unknown
A23D_scaffold699|length_2459	linear	unknown	unknown
A23D_scaffold700|length_2454	circular	unknown	unknown
A23D_scaffold702|length_2442	linear	unknown	unknown
A23D_scaffold709|length_2432	linear	unknown	unknown
A23D_scaffold714|length_2410	linear	unknown	unknown
A23D_scaffold719|length_2403	linear	unknown	unknown
A23D_scaffold722|length_2377	linear	unknown	unknown
A23D_scaffold725|length_2369	linear	unknown	unknown
A23D_scaffold726|length_2359	linear	unknown	unknown
A23D_scaffold728|length_2359	linear	unknown	unknown
A23D_scaffold733|length_2333	linear	unknown	unknown
A23D_scaffold734|length_2332	linear	unknown	unknown
A23D_scaffold749|length_2289	linear	unknown	unknown
A23D_scaffold752|length_2278	linear	unknown	unknown
A23D_scaffold756|length_2271	linear	unknown	unknown
A23D_scaffold757|length_2268	linear	unknown	unknown
A23D_scaffold760|length_2265	circular	unknown	unknown
A23D_scaffold767|length_2240	linear	unknown	unknown
A23D_scaffold773|length_2225	linear	unknown	unknown
A23D_scaffold776|length_2223	linear	unknown	unknown
A23D_scaffold777|length_2221	linear	unknown	unknown
A23D_scaffold780|length_2214	linear	unknown	unknown
A23D_scaffold783|length_2205	linear	unknown	unknown
A23D_scaffold786|length_2186	linear	unknown	unknown
A23D_scaffold790|length_2183	linear	unknown	unknown
A23D_scaffold791|length_2180	linear	unknown	unknown
A23D_scaffold795|length_2171	linear	unknown	unknown
A23D_scaffold796|length_2170	linear	unknown	unknown
A23D_scaffold804|length_2150	linear	unknown	unknown
A23D_scaffold805|length_2149	circular	unknown	unknown
A23D_scaffold815|length_2137	linear	unknown	unknown
A23D_scaffold817|length_2135	linear	unknown	unknown
A23D_scaffold825|length_2124	linear	unknown	unknown
A23D_scaffold837|length_2105	linear	unknown	unknown
A23D_scaffold841|length_2098	linear	unknown	unknown
A23D_scaffold842|length_2096	circular	unknown	unknown
A23D_scaffold847|length_2084	linear	unknown	unknown
A23D_scaffold851|length_2078	linear	unknown	unknown
A23D_scaffold862|length_2062	linear	unknown	unknown
A23D_scaffold863|length_2058	linear	unknown	unknown
A23D_scaffold864|length_2058	linear	unknown	unknown
A23D_scaffold865|length_2053	linear	unknown	unknown
A23D_scaffold868|length_2047	linear	unknown	unknown
A23D_scaffold870|length_2047	linear	unknown	unknown
A23D_scaffold871|length_2046	circular	unknown	unknown
A23D_scaffold873|length_2042	linear	unknown	unknown
A23D_scaffold875|length_2039	circular	unknown	unknown
A23D_scaffold876|length_2038	linear	unknown	unknown
A23D_scaffold878|length_2036	linear	unknown	unknown
A23D_scaffold881|length_2033	linear	unknown	unknown
A23D_scaffold887|length_2018	linear	unknown	unknown
A23D_scaffold890|length_2010	linear	unknown	unknown
A23D_scaffold894|length_2004	linear	unknown	unknown
A23D_scaffold897|length_2001	circular	unknown	unknown
A23D_scaffold898|length_1998	linear	unknown	unknown
A23D_scaffold904|length_1990	linear	unknown	unknown
A23D_scaffold905|length_1989	linear	unknown	unknown
A23D_scaffold908|length_1986	linear	unknown	unknown
A23D_scaffold910|length_1981	linear	unknown	unknown
A23D_scaffold911|length_1980	linear	unknown	unknown
A23D_scaffold918|length_1962	circular	unknown	unknown
A23D_scaffold920|length_1956	linear	unknown	unknown
A23D_scaffold921|length_1952	linear	unknown	unknown
A23D_scaffold924|length_1944	linear	unknown	unknown
A23D_scaffold925|length_1943	linear	unknown	unknown
A23D_scaffold936|length_1918	linear	unknown	unknown
A23D_scaffold942|length_1912	linear	unknown	unknown
A23D_scaffold944|length_1911	linear	unknown	unknown
A23D_scaffold945|length_1910	linear	unknown	unknown
A23D_scaffold946|length_1905	linear	unknown	unknown
A23D_scaffold952|length_1898	circular	unknown	unknown
A23D_scaffold953|length_1897	linear	unknown	unknown
A23D_scaffold956|length_1894	linear	unknown	unknown
A23D_scaffold957|length_1892	linear	unknown	unknown
A23D_scaffold964|length_1883	linear	unknown	unknown
A23D_scaffold965|length_1881	linear	unknown	unknown
A23D_scaffold970|length_1877	linear	unknown	unknown
A23D_scaffold971|length_1875	linear	unknown	unknown
A23D_scaffold973|length_1873	linear	unknown	unknown
A23D_scaffold974|length_1872	linear	unknown	unknown
A23D_scaffold980|length_1863	linear	unknown	unknown
A23D_scaffold985|length_1853	linear	unknown	unknown
A23D_scaffold986|length_1852	circular	unknown	unknown
A23D_scaffold992|length_1845	circular	unknown	unknown
A23D_scaffold995|length_1842	linear	unknown	unknown
A23D_scaffold996|length_1838	linear	unknown	unknown
A23D_scaffold1000|length_1830	linear	unknown	unknown
A23D_scaffold1003|length_1823	linear	unknown	unknown
A23D_scaffold1011|length_1808	linear	unknown	unknown
A23D_scaffold1019|length_1797	linear	unknown	unknown
A23D_scaffold1026|length_1786	linear	unknown	unknown
A23D_scaffold1028|length_1785	linear	unknown	unknown
A23D_scaffold1030|length_1781	linear	unknown	unknown
A23D_scaffold1035|length_1775	linear	unknown	unknown
A23D_scaffold1042|length_1767	linear	unknown	unknown
A23D_scaffold1044|length_1767	linear	unknown	unknown
A23D_scaffold1050|length_1762	linear	unknown	unknown
A23D_scaffold1052|length_1759	linear	unknown	unknown
A23D_scaffold1056|length_1757	linear	unknown	unknown
A23D_scaffold1065|length_1749	linear	unknown	unknown
A23D_scaffold1067|length_1747	circular	unknown	unknown
A23D_scaffold1070|length_1740	linear	unknown	unknown
A23D_scaffold1071|length_1740	linear	unknown	unknown
A23D_scaffold1080|length_1731	linear	unknown	unknown
A23D_scaffold1081|length_1730	linear	unknown	unknown
A23D_scaffold1085|length_1724	linear	unknown	unknown
A23D_scaffold1087|length_1724	linear	unknown	unknown
A23D_scaffold1088|length_1722	linear	unknown	unknown
A23D_scaffold1102|length_1703	linear	unknown	unknown
A23D_scaffold1105|length_1701	circular	unknown	unknown
A23D_scaffold1108|length_1695	linear	unknown	unknown
A23D_scaffold1109|length_1693	linear	unknown	unknown
A23D_scaffold1113|length_1692	circular	unknown	unknown
A23D_scaffold1116|length_1690	linear	unknown	unknown
A23D_scaffold1120|length_1680	linear	unknown	unknown
A23D_scaffold1123|length_1678	linear	unknown	unknown
A23D_scaffold1125|length_1677	linear	unknown	unknown
A23D_scaffold1128|length_1673	linear	unknown	unknown
A23D_scaffold1129|length_1673	linear	unknown	unknown
A23D_scaffold1134|length_1670	linear	unknown	unknown
A23D_scaffold1137|length_1667	linear	unknown	unknown
A23D_scaffold1138|length_1666	linear	unknown	unknown
A23D_scaffold1143|length_1661	linear	unknown	unknown
A23D_scaffold1148|length_1656	linear	unknown	unknown
A23D_scaffold1149|length_1654	circular	unknown	unknown
A23D_scaffold1153|length_1650	linear	unknown	unknown
A23D_scaffold1154|length_1647	linear	unknown	unknown
A23D_scaffold1156|length_1644	linear	unknown	unknown
A23D_scaffold1158|length_1643	linear	unknown	unknown
A23D_scaffold1166|length_1636	linear	unknown	unknown
A23D_scaffold1171|length_1633	linear	unknown	unknown
A23D_scaffold1174|length_1630	linear	unknown	unknown
A23D_scaffold1175|length_1630	linear	unknown	unknown
A23D_scaffold1182|length_1621	linear	unknown	unknown
A23D_scaffold1187|length_1615	linear	unknown	unknown
A23D_scaffold1198|length_1601	circular	unknown	unknown
A23D_scaffold1205|length_1592	linear	unknown	unknown
A23D_scaffold1209|length_1590	linear	unknown	unknown
A23D_scaffold1210|length_1588	linear	unknown	unknown
A23D_scaffold1213|length_1582	linear	unknown	unknown
A23D_scaffold1222|length_1575	linear	unknown	unknown
